;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
2189;RS;['19.174,3'];['19.174,[3]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.341;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;24 x 23 x 17;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2190;RS;['19.174,30'];['19.174,[30]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.368;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;11 x 22 x 4;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2191;RS;['19.174,31'];['19.174,[31]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.379;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;14 x 14 x 4;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2192;RS;['19.174,32'];['19.174,[32]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.370;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;24 x 13 x 11;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2193;RS;['19.174,33'];['19.174,[33]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.371;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;15 x 16 x 9;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2194;RS;['19.174,34'];['19.174,[34]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.372;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;16 x 11 x 8;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2195;RS;['19.174,35'];['19.174,[35]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;17 x 17 x 10;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2196;RS;['19.174,36'];['19.174,[36]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;13 x 18 x 8;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2197;RS;['19.174,37'];['19.174,[37]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;12 x 17 x 7;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2198;RS;['19.174,38'];['19.174,[38]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;27 x 25 x 8;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2199;RS;['19.174,39'];['19.174,[39]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;23 x 18 x 13;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2200;RS;['19.174,4'];['19.174,[4]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];5.32;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;14 x 34 x 17;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;2,3;2.30;
2201;RS;['19.174,40'];['19.174,[40]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;18 x 14 x 9;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2202;RS;['19.174,41'];['19.174,[41]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];;frgs.;Logosyllabic;Akkadian;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Logosyllabic Akkadian;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;37 x 34 x 20;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2203;RS;['19.174,42'];['19.174,[42]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.373;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;15 x 23 x 6;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2204;RS;['19.174,43'];['19.174,[43]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.374;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;16 x 10 x 6;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2205;RS;['19.174,44'];['19.174,[44]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.375;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;13 x 17 x 8;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2206;RS;['19.174,45'];['19.174,[45]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.376;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;20 x 13 x 17;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2207;RS;['19.174,46'];['19.174,[46]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.377;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;15 x 11 x 4;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
2208;RS;['19.174,47'];['19.174,[47]'];19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56];9.378;frgs.;Alphabetic;Ugaritic;"Alphabetic;Logosyllabic";"Ugaritic;Akkadian";"a-ug;s-ak";;Tablet;Tablet, Alphabetic Ugaritic;Royal Palace;Royal Palace;Southwestern archives;Southwestern archives;81;;;;;;16 x 23 x 11;Damas s.n.;D -;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;;2.30;
