;Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Clemens note;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note;Associated SAU Entry
405;RS;['19.174,[25]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [25];Alphabetic;Ugaritic;14 x 11 x 5;9.363;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
406;RS;['19.174,[26]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [26];Alphabetic;Ugaritic;17 x 23 x 6;9.364;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
407;RS;['19.174,[27]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [27];Alphabetic;Ugaritic;15 x 13 x 7;9.365;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
408;RS;['19.174,[28]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [28];Alphabetic;Ugaritic;17 x 17 x 7;9.366;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
409;RS;['19.174,[29]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [29];Alphabetic;Ugaritic;18 x 13 x 4;9.367;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
410;RS;['19.174,[3]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [3];Alphabetic;Ugaritic;24 x 23 x 17;9.341;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
411;RS;['19.174,[30]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [30];Alphabetic;Ugaritic;11 x 22 x 4;9.368;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
412;RS;['19.174,[31]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [31];Alphabetic;Ugaritic;14 x 14 x 4;9.379;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
413;RS;['19.174,[32]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [32];Alphabetic;Ugaritic;24 x 13 x 11;9.370;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
414;RS;['19.174,[33]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [33];Alphabetic;Ugaritic;15 x 16 x 9;9.371;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
415;RS;['19.174,[34]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [34];Alphabetic;Ugaritic;16 x 11 x 8;9.372;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
416;RS;['19.174,[35]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [35];Logosyllabic;Akkadian;17 x 17 x 10;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
417;RS;['19.174,[36]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [36];Logosyllabic;Akkadian;13 x 18 x 8;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
418;RS;['19.174,[37]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [37];Logosyllabic;Akkadian;12 x 17 x 7;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
419;RS;['19.174,[38]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [38];Logosyllabic;Akkadian;27 x 25 x 8;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
420;RS;['19.174,[39]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [39];Logosyllabic;Akkadian;23 x 18 x 13;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
421;RS;['19.174,[4]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;2,3;RS 19.174, [4];Alphabetic;Ugaritic;14 x 34 x 17;5.32;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
422;RS;['19.174,[40]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [40];Logosyllabic;Akkadian;18 x 14 x 9;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
423;RS;['19.174,[41]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [41];Logosyllabic;Akkadian;37 x 34 x 20;;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
424;RS;['19.174,[42]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [42];Alphabetic;Ugaritic;15 x 23 x 6;9.373;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
425;RS;['19.174,[43]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [43];Alphabetic;Ugaritic;16 x 10 x 6;9.374;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
426;RS;['19.174,[44]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [44];Alphabetic;Ugaritic;13 x 17 x 8;9.375;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
427;RS;['19.174,[45]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;Royal Palace;Southwestern archives;Palais Royal, room 81 (Archives Sud-Ouest) ? 2,30;;;RS 19.174, [45];Alphabetic;Ugaritic;20 x 13 x 17;9.376;;;;19.174,[1]+19.174,[2]+19.174,[3]+19.174,[4]+19.174,[5]+19.174,[6]+19.174,[7]+19.174,[8]+19.174,[9]+19.174,[10]+19.174,[11]+19.174,[12]+19.174,[13]+19.174,[14]+19.174,[15]+19.174,[16]+19.174,[17]+19.174,[18]+19.174,[19]+19.174,[20]+19.174,[21]+19.174,[22]+19.174,[23]+19.174,[24]+19.174,[25]+19.174,[26]+19.174,[27]+19.174,[28]+19.174,[29]+19.174,[30]+19.174,[31]+19.174,[32]+19.174,[33]+19.174,[34]+19.174,[35]+19.174,[36]+19.174,[37]+19.174,[38]+19.174,[39]+19.174,[40]+19.174,[41]+19.174,[42]+19.174,[43]+19.174,[44]+19.174,[45]+19.174,[46]+19.174,[47]+19.174,[48]+19.174,[49]+19.174,[50]+19.174,[51]+19.174,[52]+19.174,[53]+19.174,[54]+19.174,[55]+19.174,[56]
